1,30,4.97,0.078,0.004,0.000978231430053711-0.0025992393493652344-0.0034546852111816406-0.005254983901977539-0.0018367767333984375-0.0022416114807128906-0.0013184547424316406-0.003478527069091797-0.002841949462890625-0.003160715103149414-0.0056688785552978516-0.005030393600463867-0.007954835891723633-0.002205371856689453-0.0035126209259033203-0.0034971237182617188-0.006304025650024414-0.0036153793334960938-0.006775856018066406-0.0037856101989746094-0.0017452239990234375-0.006844997406005859-0.0024874210357666016-0.0016121864318847656-0.010858774185180664-0.002364635467529297-0.0019199848175048828-0.0027344226837158203-0.003283977508544922-0.007128000259399414-0.0028083324432373047-0.004295825958251953-0.004328489303588867-0.004429817199707031-0.0034301280975341797-0.0036013126373291016-0.0061511993408203125-0.0032405853271484375-0.0036356449127197266-0.0015146732330322266-0.0050427913665771484-0.0025856494903564453-0.0039713382720947266-0.003412961959838867-0.0038061141967773438-0.001401662826538086-0.00042748451232910156-0.0028874874114990234-0.0031499862670898438-0.0034782886505126953-0.008196830749511719-4.267692565917969e-05-0.007251262664794922-0.0012679100036621094-0.008721113204956055-0.0023365020751953125-0.003857851028442383-0.00511932373046875-0.0017147064208984375-0.0022704601287841797-0.0037665367126464844-0.002733945846557617-0.0015413761138916016-0.0036988258361816406-0.006780862808227539-0.0020227432250976562-0.002958536148071289-0.008192777633666992-0.005975961685180664-0.0031003952026367188-0.0018198490142822266-0.005746126174926758-0.0023615360260009766-0.0020067691802978516-0.002854585647583008-0.003110170364379883-0.0027997493743896484-0.002568960189819336-0.0020024776458740234-0.0019299983978271484-0.001617431640625-0.004639625549316406-0.0023283958435058594-0.007498502731323242-0.005165576934814453-0.0027549266815185547-0.003543376922607422-0.0018434524536132812-0.0021049976348876953-0.0022687911987304688-0.0005609989166259766-0.003079652786254883-0.0070035457611083984-0.001859903335571289-0.0015916824340820312-0.002535581588745117-0.0026323795318603516-0.003139972686767578-0.0026748180389404297-0.0018024444580078125,
1,40,5.01,0.078,0.004,0.0009274482727050781-0.0028989315032958984-0.0037839412689208984-0.006150722503662109-0.002035379409790039-0.0026209354400634766-0.0013303756713867188-0.0038857460021972656-0.003118753433227539-0.0034706592559814453-0.006448268890380859-0.005814075469970703-0.010250329971313477-0.0025708675384521484-0.003475189208984375-0.003798246383666992-0.00896310806274414-0.004328012466430664-0.0074787139892578125-0.003958702087402344-0.001972675323486328-0.009655237197875977-0.002913951873779297-0.0018575191497802734-0.012308597564697266-0.002369403839111328-0.0021975040435791016-0.0030820369720458984-0.0035758018493652344-0.009396553039550781-0.0032989978790283203-0.005002260208129883-0.005370140075683594-0.005213022232055664-0.0037317276000976562-0.004042148590087891-0.006733894348144531-0.0036575794219970703-0.0043277740478515625-0.0015277862548828125-0.006076335906982422-0.003189563751220703-0.0048313140869140625-0.0038099288940429688-0.004097938537597656-0.0014345645904541016-0.0004253387451171875-0.0031135082244873047-0.003435850143432617-0.004055500030517578-0.009504318237304688-4.2438507080078125e-05-0.010278463363647461-0.001459360122680664-0.01053619384765625-0.002572774887084961-0.0046443939208984375-0.005833864212036133-0.001895904541015625-0.002622842788696289-0.004221200942993164-0.0029327869415283203-0.0016040802001953125-0.004128694534301758-0.007518291473388672-0.0023157596588134766-0.0031113624572753906-0.009115934371948242-0.00675654411315918-0.0034818649291992188-0.0022232532501220703-0.0067899227142333984-0.0032269954681396484-0.0024161338806152344-0.003266572952270508-0.0030210018157958984-0.003122568130493164-0.002888917922973633-0.002275228500366211-0.0021851062774658203-0.0016863346099853516-0.005415916442871094-0.0023741722106933594-0.009076595306396484-0.006539344787597656-0.0030603408813476562-0.003968715667724609-0.001847982406616211-0.002353668212890625-0.0025115013122558594-0.0005748271942138672-0.0036537647247314453-0.008581399917602539-0.0021681785583496094-0.001584768295288086-0.0029435157775878906-0.0030934810638427734-0.003522157669067383-0.002946615219116211-0.0020232200622558594,
1,50,5.13,0.08,0.005,0.0009572505950927734-0.003263235092163086-0.004191160202026367-0.007343769073486328-0.0022335052490234375-0.0030040740966796875-0.0013294219970703125-0.004004716873168945-0.003423452377319336-0.0036389827728271484-0.0055730342864990234-0.006323337554931641-0.011294841766357422-0.0030355453491210938-0.003487110137939453-0.0038483142852783203-0.010071754455566406-0.004945516586303711-0.008380413055419922-0.004245758056640625-0.0022084712982177734-0.013356447219848633-0.0033571720123291016-0.0021576881408691406-0.01349639892578125-0.00238037109375-0.0024518966674804688-0.0035872459411621094-0.003943920135498047-0.011214494705200195-0.003853321075439453-0.005663156509399414-0.0058879852294921875-0.006095170974731445-0.003977060317993164-0.004477977752685547-0.008134126663208008-0.0040776729583740234-0.0050640106201171875-0.0015795230865478516-0.006872892379760742-0.003848552703857422-0.005615234375-0.004101276397705078-0.004198789596557617-0.0014438629150390625-0.00042700767517089844-0.003353595733642578-0.0036802291870117188-0.00463104248046875-0.010952949523925781-4.267692565917969e-05-0.0122528076171875-0.0016169548034667969-0.012162923812866211-0.002859830856323242-0.005540132522583008-0.006437063217163086-0.0021779537200927734-0.002877473831176758-0.004731893539428711-0.0031371116638183594-0.0016312599182128906-0.004567384719848633-0.008135318756103516-0.0026047229766845703-0.0032737255096435547-0.010029077529907227-0.007489919662475586-0.003795146942138672-0.0025873184204101562-0.0065653324127197266-0.0031969547271728516-0.002613544464111328-0.0034072399139404297-0.0031282901763916016-0.003348827362060547-0.0030558109283447266-0.0024461746215820312-0.002348184585571289-0.0016665458679199219-0.0059163570404052734-0.0023467540740966797-0.010126352310180664-0.007538318634033203-0.003053426742553711-0.0042917728424072266-0.0018389225006103516-0.0025572776794433594-0.0025272369384765625-0.0005626678466796875-0.0040874481201171875-0.010310888290405273-0.0023920536041259766-0.0016181468963623047-0.003330707550048828-0.003555774688720703-0.0038776397705078125-0.0030946731567382812-0.002220630645751953,
1,60,5.14,0.08,0.005,0.0009372234344482422-0.003620147705078125-0.004518985748291016-0.00832223892211914-0.0023686885833740234-0.0033168792724609375-0.0013070106506347656-0.003851652145385742-0.003582477569580078-0.0038328170776367188-0.006237506866455078-0.006684541702270508-0.01144099235534668-0.0034530162811279297-0.0034661293029785156-0.003753662109375-0.010228395462036133-0.005427122116088867-0.008924722671508789-0.0043239593505859375-0.002210378646850586-0.017371416091918945-0.003690004348754883-0.0023233890533447266-0.012328386306762695-0.0023615360260009766-0.0024385452270507812-0.0038881301879882812-0.0042836666107177734-0.01287841796875-0.004281044006347656-0.006469249725341797-0.005938529968261719-0.006840229034423828-0.004269838333129883-0.0047931671142578125-0.009024620056152344-0.0045812129974365234-0.005446434020996094-0.00156402587890625-0.007454872131347656-0.004328012466430664-0.006089210510253906-0.004604816436767578-0.0042552947998046875-0.0014469623565673828-0.00042819976806640625-0.003499269485473633-0.003734588623046875-0.005786418914794922-0.012379169464111328-4.267692565917969e-05-0.013931751251220703-0.0018184185028076172-0.013462066650390625-0.003117084503173828-0.006483554840087891-0.007220029830932617-0.002378225326538086-0.0031118392944335938-0.005228757858276367-0.003228425979614258-0.0015773773193359375-0.005053997039794922-0.008777618408203125-0.0028553009033203125-0.0034568309783935547-0.01087498664855957-0.008205890655517578-0.004053831100463867-0.002619504928588867-0.006643056869506836-0.003680706024169922-0.0029125213623046875-0.003660440444946289-0.00330352783203125-0.0035600662231445312-0.0033791065216064453-0.0024597644805908203-0.0026192665100097656-0.0016467571258544922-0.0066034793853759766-0.002338409423828125-0.011170625686645508-0.008593559265136719-0.0030117034912109375-0.004639863967895508-0.0018432140350341797-0.003098726272583008-0.0026924610137939453-0.0005812644958496094-0.004732608795166016-0.012184381484985352-0.002817392349243164-0.0016090869903564453-0.0038042068481445312-0.0041615962982177734-0.004370212554931641-0.003410816192626953-0.0023109912872314453,
2,20,8.63,0.129,0.254,0.08110928535461426-0.20085573196411133-0.09537053108215332-0.425067663192749-0.10842609405517578-0.27051806449890137-0.13454651832580566-0.26804375648498535-0.17415380477905273-0.22011876106262207-0.3177618980407715-0.39034008979797363-0.6385259628295898-0.20773100852966309-0.2940385341644287-0.41835713386535645-0.47440457344055176-0.3271059989929199-0.31705689430236816-0.2905263900756836-0.18870306015014648-0.26756787300109863-0.2106170654296875-0.10937190055847168-0.22696924209594727-0.26743149757385254-0.13432574272155762-0.23229289054870605-0.21035122871398926-0.5380959510803223-0.24943089485168457-0.2277843952178955-0.28547072410583496-0.39016246795654297-0.1925966739654541-0.1967320442199707-0.5332274436950684-0.23404431343078613-0.11943483352661133-0.148284912109375-0.5247657299041748-0.27793002128601074-0.36936068534851074-0.21640944480895996-0.3657968044281006-0.1599724292755127-0.047158241271972656-0.13514947891235352-0.27587056159973145-0.30469346046447754-0.7684676647186279-4.601478576660156e-05-0.41588521003723145-0.08726811408996582-0.47531843185424805-0.1695842742919922-0.26333117485046387-0.24422645568847656-0.15858173370361328-0.12320280075073242-0.12508392333984375-0.2659597396850586-0.1380617618560791-0.23682498931884766-0.4180634021759033-0.211411714553833-0.29921841621398926-0.6095705032348633-0.42249560356140137-0.17210865020751953-0.20091485977172852-0.23358821868896484-0.20168352127075195-0.19336462020874023-0.19202661514282227-0.282881498336792-0.21073555946350098-0.14199066162109375-0.1978442668914795-0.13196539878845215-0.10943865776062012-0.34632301330566406-0.12599849700927734-0.6109013557434082-0.4983806610107422-0.2075333595275879-0.1449265480041504-0.14084148406982422-0.14592671394348145-0.20829272270202637-0.0732431411743164-0.22036027908325195-0.32927727699279785-0.17057299613952637-0.23666048049926758-0.18773221969604492-0.2250957489013672-0.26151251792907715-0.1368558406829834-0.09471535682678223,
2,25,8.66,0.13,0.358,0.1098473072052002-0.2892289161682129-0.12815427780151367-0.5844860076904297-0.16583895683288574-0.36293482780456543-0.1799464225769043-0.359560489654541-0.23339343070983887-0.3220667839050293-0.409954309463501-0.5660943984985352-0.9658775329589844-0.27672481536865234-0.38273096084594727-0.5796554088592529-0.9348006248474121-0.4268221855163574-0.4576547145843506-0.4728100299835205-0.2652411460876465-0.3614826202392578-0.33401989936828613-0.15288543701171875-0.30800557136535645-0.31182265281677246-0.17960524559020996-0.3509998321533203-0.27471351623535156-0.8742465972900391-0.3524746894836426-0.30872154235839844-0.47415971755981445-0.5479683876037598-0.24328351020812988-0.2930917739868164-0.7986495494842529-0.3505542278289795-0.13416337966918945-0.1839160919189453-0.722637414932251-0.3808870315551758-0.5201184749603271-0.28472423553466797-0.485659122467041-0.20614171028137207-0.061988115310668945-0.1668224334716797-0.3340187072753906-0.45591115951538086-1.0375709533691406-4.601478576660156e-05-0.6939389705657959-0.13233256340026855-0.8037974834442139-0.21987581253051758-0.4681434631347656-0.3280315399169922-0.22005581855773926-0.18181991577148438-0.16475534439086914-0.3045361042022705-0.1727604866027832-0.31786274909973145-0.5559983253479004-0.2898116111755371-0.39449405670166016-0.8380680084228516-0.5873210430145264-0.23012566566467285-0.3060951232910156-0.3319120407104492-0.283430814743042-0.285876989364624-0.2705526351928711-0.32050299644470215-0.2793304920196533-0.18623614311218262-0.2695648670196533-0.18651723861694336-0.13203668594360352-0.49120163917541504-0.15026140213012695-0.8889672756195068-0.7381319999694824-0.3035407066345215-0.19546055793762207-0.17119073867797852-0.2045435905456543-0.27965426445007324-0.0853891372680664-0.31701159477233887-0.46578240394592285-0.23189926147460938-0.28845858573913574-0.26978540420532227-0.2949519157409668-0.38834691047668457-0.17321109771728516-0.10950279235839844,
2,30,8.67,0.13,0.464,0.11203861236572266-0.37302231788635254-0.1712050437927246-0.7423202991485596-0.23147368431091309-0.46727705001831055-0.21097517013549805-0.44568490982055664-0.2747020721435547-0.4328627586364746-0.5464956760406494-0.6985342502593994-1.2960796356201172-0.3576481342315674-0.4398057460784912-0.739243745803833-1.291635513305664-0.5823924541473389-0.6006829738616943-0.6505012512207031-0.32946252822875977-0.42440128326416016-0.4464409351348877-0.1849832534790039-0.37111353874206543-0.3512094020843506-0.22585749626159668-0.5345301628112793-0.33847761154174805-1.270463228225708-0.4480884075164795-0.37131452560424805-0.6120882034301758-0.6493222713470459-0.30876970291137695-0.40691685676574707-1.03550124168396-0.44808340072631836-0.14548635482788086-0.2058875560760498-0.8785479068756104-0.4816272258758545-0.6601965427398682-0.3106563091278076-0.609473705291748-0.23186445236206055-0.07955384254455566-0.21367335319519043-0.38245677947998047-0.6068499088287354-1.3811225891113281-4.744529724121094e-05-1.0647423267364502-0.17326116561889648-1.1769187450408936-0.28286147117614746-0.5858163833618164-0.4107646942138672-0.26237940788269043-0.24512505531311035-0.21907973289489746-0.33513975143432617-0.22479033470153809-0.412294864654541-0.7051150798797607-0.41704392433166504-0.49799656867980957-1.19793701171875-0.7840321063995361-0.2770876884460449-0.4107542037963867-0.44948554039001465-0.35999441146850586-0.36232686042785645-0.3683016300201416-0.3741304874420166-0.37354421615600586-0.2521378993988037-0.34252095222473145-0.24624371528625488-0.15404558181762695-0.640554666519165-0.17282438278198242-1.0938067436218262-0.9815559387207031-0.40029287338256836-0.2438342571258545-0.2006545066833496-0.27092981338500977-0.36299967765808105-0.10077714920043945-0.4049820899963379-0.6180145740509033-0.3391385078430176-0.3327212333679199-0.3261401653289795-0.4190959930419922-0.5477390289306641-0.22415614128112793-0.12003850936889648,
2,31,8.67,0.13,0.496,0.11261701583862305-0.3944087028503418-0.17634129524230957-0.7941889762878418-0.24089288711547852-0.4870870113372804-0.21709895133972168-0.48124051094055176-0.30150294303894043-0.4738924503326416-0.6228015422821045-0.7448086738586426-1.4322235584259033-0.38982582092285156-0.45489025115966797-0.7604730129241943-1.408818244934082-0.6283586025238037-0.6077296733856201-0.6920514106750488-0.35415220260620117-0.44265294075012207-0.4887235164642334-0.19324541091918945-0.40166449546813965-0.3612329959869385-0.231964111328125-0.5729715824127197-0.36189770698547363-1.4609079360961914-0.4912891387939453-0.3839073181152344-0.6679248809814453-0.6777462959289551-0.35690903663635254-0.42534446716308594-1.1180498600006104-0.48747754096984863-0.14972710609436035-0.21338558197021484-0.9683105945587158-0.5184788703918457-0.6849002838134766-0.32535648345947266-0.6368649005889893-0.2399735450744629-0.08261966705322266-0.22138595581054688-0.39737629890441895-0.6528034210205078-1.3934504985809326-5.245208740234375e-05-1.2355401515960693-0.18555045127868652-1.280191421508789-0.30637311935424805-0.6723911762237549-0.44036173820495605-0.28564882278442383-0.2796640396118164-0.22728180885314941-0.3443574905395508-0.2410902976989746-0.4889106750488281-0.7494328022003174-0.44871068000793457-0.527177095413208-1.2844960689544678-0.8524665832519531-0.2949512004852295-0.4366166591644287-0.47215700149536133-0.3955392837524414-0.3994140625-0.3662278652191162-0.39183712005615234-0.3873434066772461-0.2740509510040283-0.3672482967376709-0.26652050018310547-0.15845870971679688-0.6750590801239014-0.17859482765197754-1.1328082084655762-1.044785976409912-0.4164154529571533-0.2704174518585205-0.19133949279785156-0.2932701110839844-0.3873765468597412-0.10400962829589844-0.4361002445220947-0.6657443046569824-0.3593752384185791-0.3438866138458252-0.32791566848754883-0.42316508293151855-0.6005818843841553-0.22942709922790527-0.1230764389038086,
2,32,8.69,0.13,0.518,0.11613655090332031-0.40675806999206543-0.18703389167785645-0.8616313934326172-0.25441622734069824-0.5229194164276123-0.223588228225708-0.5034193992614746-0.31034135818481445-0.4988734722137451-0.6433320045471191-0.7735400199890137-1.5233609676361084-0.40123915672302246-0.4596102237701416-0.782573938369751-1.4818506240844727-0.6482608318328857-0.6334316730499268-0.7006871700286865-0.36534643173217773-0.4561443328857422-0.5125033855438232-0.19966983795166016-0.4237959384918213-0.37030720710754395-0.23851776123046875-0.5930502414703369-0.37037110328674316-1.6545581817626953-0.5137491226196289-0.3948044776916504-0.7029175758361816-0.7202675342559814-0.36361026763916016-0.44684672355651855-1.1985070705413818-0.5040309429168701-0.15215063095092773-0.21816706657409668-1.0319104194641113-0.5347208976745605-0.6944174766540527-0.32923221588134766-0.6558806896209717-0.24563384056091309-0.08412957191467285-0.22310805320739746-0.407304048538208-0.6692006587982178-1.451592206954956-5.030632019042969e-05-1.2682645320892334-0.1963825225830078-1.31772780418396-0.3107471466064453-0.7128243446350098-0.46353793144226074-0.29909276962280273-0.29517483711242676-0.23304486274719238-0.35105371475219727-0.24638676643371582-0.5328054428100586-0.7888877391815186-0.4829745292663574-0.5575449466705322-1.3885729312896729-0.8879103660583496-0.303574800491333-0.45865416526794434-0.500516414642334-0.4208223819732666-0.41507768630981445-0.3904585838317871-0.282059907913208-0.4040794372558594-0.28307127952575684-0.3798997402191162-0.27376222610473633-0.16494035720825195-0.7249903678894043-0.17922401428222656-1.1447405815124512-1.0858399868011475-0.43927454948425293-0.2758917808532715-0.19662690162658691-0.3060150146484375-0.40690183639526367-0.10861039161682129-0.456312894821167-0.6951680183410645-0.3877687454223633-0.34905529022216797-0.34142589569091797-0.4580545425415039-0.62357497215271-0.23493361473083496-0.1261286735534668,
2,33,8.69,0.13,0.542,0.11526036262512207-0.4301788806915283-0.19319558143615723-0.8914840221405029-0.2679612636566162-0.5372138023376465-0.2239069938659668-0.5192484855651855-0.31915974617004395-0.5124890804290771-0.6613056659698486-0.8059651851654053-1.5936386585235596-0.42704200744628906-0.47307610511779785-0.8177709579467773-1.6160979270935059-0.6748685836791992-0.6511201858520508-0.7233717441558838-0.38574957847595215-0.4653656482696533-0.5409481525421143-0.2093195915222168-0.44087719917297363-0.38080358505249023-0.2510960102081299-0.6314165592193604-0.38179445266723633-1.8087778091430664-0.5360021591186523-0.4073023796081543-0.7532916069030762-0.7809960842132568-0.38419604301452637-0.4691007137298584-1.2412035465240479-0.5427517890930176-0.1544036865234375-0.2231464385986328-1.0929677486419678-0.5603842735290527-0.7436277866363525-0.337064266204834-0.6771285533905029-0.2527499198913574-0.08858418464660645-0.23228240013122559-0.4209301471710205-0.6914806365966797-1.5350587368011475-5.1021575927734375e-05-1.3597893714904785-0.20493602752685547-1.3985285758972168-0.32228803634643555-0.7255058288574219-0.4667990207672119-0.32187390327453613-0.3165762424468994-0.2523927688598633-0.35886240005493164-0.24950909614562988-0.5689587593078613-0.805854082107544-0.4952728748321533-0.5748803615570068-1.4576447010040283-0.9171199798583984-0.3160831928253174-0.47356367111206055-0.5196549892425537-0.4531118869781494-0.4413418769836426-0.4054272174835205-0.2881283760070801-0.42008113861083984-0.2943129539489746-0.38890528678894043-0.28540515899658203-0.16598081588745117-0.7648487091064453-0.18229174613952637-1.2245664596557617-1.132760763168335-0.4509878158569336-0.2826669216156006-0.19812536239624023-0.3099532127380371-0.43181633949279785-0.1114044189453125-0.4674112796783447-0.7259535789489746-0.4102466106414795-0.35479235649108887-0.3515796661376953-0.479459285736084-0.6543684005737305-0.23700332641601562-0.12749385833740234,
