0,5,66,0.004
1,7,54,0.006
2,4,52,0.0
3,5,62,0.003
4,4,73,0.001
5,7,60,0.018
6,5,66,0.008
7,5,59,0.004
8,8,69,0.005
9,5,57,0.001
10,5,59,0.01
11,7,54,0.007
12,8,55,0.007
13,6,49,0.004
14,4,72,0.001
15,7,63,0.01
16,6,49,0.007
17,4,48,0.008
18,3,66,0.0
19,6,79,0.004
20,6,66,0.017
21,5,56,0.012
22,4,54,0.001
23,4,69,0.001
24,7,65,0.004
25,7,54,0.006
26,5,57,0.008
27,6,63,0.007
28,4,63,0.003
29,5,67,0.003
30,6,60,0.008
31,5,63,0.009
32,5,59,0.01
33,6,50,0.023
34,5,78,0.02
35,6,52,0.002
36,5,61,0.009
37,4,79,0.002
38,4,60,0.001
39,8,58,0.019
40,7,61,0.004
41,6,76,0.003
42,7,60,0.009
43,4,61,0.001
44,6,54,0.014
45,6,69,0.008
46,3,63,0.0
47,5,45,0.004
48,4,68,0.006
49,4,63,0.0
50,6,63,0.008
51,4,51,0.001
52,5,54,0.006
53,4,61,0.001
54,6,60,0.006
55,8,71,0.01
56,7,53,0.012
57,4,57,0.001
58,5,62,0.004
59,8,50,0.01
60,4,57,0.0
61,7,50,0.006
62,4,54,0.0
63,3,67,0.0
64,6,48,0.022
65,4,56,0.002
66,5,51,0.005
67,5,62,0.02
68,4,57,0.001
69,7,59,0.007
70,4,51,0.009
71,8,66,0.004
72,4,55,0.004
73,4,77,0.0
74,5,58,0.001
75,4,78,0.015
76,4,68,0.001
77,5,75,0.015
78,4,58,0.005
79,7,52,0.006
80,4,72,0.005
81,4,69,0.001
82,5,58,0.003
83,5,53,0.007
84,3,62,0.001
85,4,58,0.008
86,4,76,0.005
87,6,51,0.011
88,6,70,0.007
89,8,48,0.005
90,5,60,0.006
91,3,76,0.0
92,3,62,0.001
93,6,58,0.015
94,5,46,0.008
95,5,55,0.004
96,4,72,0.008
97,7,49,0.013
98,7,57,0.002
99,6,73,0.011
100,5,70,0.007
101,7,53,0.026
102,8,64,0.008
103,5,65,0.008
104,4,58,0.007
105,5,66,0.003
106,5,56,0.002
107,3,71,0.0
108,4,65,0.008
109,5,61,0.008
110,5,51,0.004
111,4,67,0.007
112,6,52,0.006
113,4,68,0.001
114,6,53,0.01
115,4,48,0.001
116,7,46,0.01
117,3,68,0.0
118,6,56,0.007
119,4,72,0.001
120,3,73,0.0
121,6,50,0.002
122,6,63,0.006
123,3,71,0.0
124,6,63,0.007
125,5,55,0.009
126,4,60,0.0
127,4,66,0.001
128,5,73,0.013
129,5,71,0.003
130,8,45,0.009
131,7,64,0.012
132,5,71,0.006
133,5,41,0.007
134,5,74,0.008
135,7,61,0.019
136,6,49,0.008
137,3,70,0.007
138,8,55,0.01
139,8,44,0.011
140,8,53,0.01
141,7,66,0.009
142,6,54,0.006
143,6,62,0.014
144,5,69,0.017
145,5,57,0.01
146,7,73,0.013
147,5,61,0.005
148,5,62,0.004
149,4,43,0.001
150,3,77,0.0
151,4,63,0.008
152,4,49,0.001
153,7,51,0.008
154,7,60,0.007
155,7,66,0.008
156,6,59,0.014
157,7,50,0.009
158,4,59,0.001
159,4,45,0.0
160,5,72,0.026
161,3,62,0.002
162,7,59,0.011
163,7,64,0.013
164,5,58,0.009
165,6,56,0.006
166,7,74,0.012
167,7,42,0.011
168,5,60,0.011
169,5,62,0.001
170,9,50,0.009
171,6,41,0.009
172,7,66,0.006
173,4,60,0.001
174,4,83,0.007
175,3,60,0.0
176,4,52,0.001
177,4,64,0.002
178,7,54,0.013
179,4,71,0.001
180,6,48,0.009
181,4,60,0.003
182,6,53,0.005
183,8,77,0.004
184,5,66,0.001
185,7,47,0.004
186,4,56,0.001
187,6,60,0.007
188,4,79,0.003
189,4,60,0.001
190,8,84,0.015
191,5,71,0.004
192,6,58,0.008
193,8,52,0.008
194,4,51,0.001
195,3,73,0.0
196,7,62,0.008
197,8,43,0.014
198,4,64,0.001
199,4,70,0.001
